Member ID,Check-in Date
MEM0052,2024-02-01
MEM0052,2024-12-14
MEM0052,2024-10-10
MEM0052,2024-07-13
MEM0052,2023-08-18
MEM0052,2023-11-04
MEM0052,2024-10-06
MEM0052,2024-09-29
MEM0052,2024-10-18
MEM0052,2024-11-25
MEM0052,2024-03-22
MEM0052,2024-09-30
MEM0052,2024-04-22
MEM0052,2023-11-07
MEM0052,2024-08-07
MEM0052,2024-01-26
MEM0052,2024-11-20
MEM0052,2024-09-17
MEM0052,2024-08-27
MEM0052,2024-06-18
MEM0052,2024-02-13
MEM0052,2023-08-10
MEM0052,2024-02-12
MEM0052,2023-07-27
MEM0052,2024-12-29
MEM0052,2024-01-01
MEM0052,2024-11-26
MEM0052,2024-09-20
MEM0052,2023-12-29
MEM0052,2024-07-19
MEM0053,2023-03-15
MEM0053,2023-04-02
MEM0053,2023-04-06
MEM0053,2023-03-08
MEM0053,2023-03-07
MEM0053,2023-03-24
MEM0053,2023-03-25
MEM0053,2023-03-27
MEM0053,2023-04-05
MEM0053,2023-03-28
MEM0053,2023-03-07
MEM0053,2023-03-28
MEM0053,2023-03-22
MEM0053,2023-03-08
MEM0053,2023-03-08
MEM0053,2023-03-20
MEM0053,2023-03-06
MEM0053,2023-03-19
MEM0053,2023-03-16
MEM0053,2023-03-16
MEM0053,2023-03-15
MEM0053,2023-03-09
MEM0053,2023-04-15
MEM0053,2023-03-17
MEM0053,2023-03-21
MEM0053,2023-04-14
MEM0053,2023-04-15
MEM0053,2023-04-06
MEM0053,2023-03-19
MEM0053,2023-04-06
MEM0053,2023-03-21
MEM0053,2023-03-22
MEM0053,2023-04-07
MEM0053,2023-04-06
MEM0053,2023-04-03
MEM0053,2023-04-15
MEM0053,2023-04-11
MEM0053,2023-03-26
MEM0053,2023-03-19
MEM0053,2023-03-09
MEM0053,2023-04-14
MEM0053,2023-03-03
MEM0053,2023-04-06
MEM0053,2023-04-03
MEM0053,2023-04-07
MEM0053,2023-03-15
MEM0053,2023-03-08
MEM0053,2023-03-16
MEM0053,2023-04-08
MEM0053,2023-03-17
MEM0053,2023-03-06
MEM0053,2023-04-11
MEM0053,2023-03-18
MEM0053,2023-03-30
MEM0053,2023-03-18
MEM0053,2023-03-06
MEM0053,2023-03-28
MEM0053,2023-03-30
MEM0053,2023-04-03
MEM0053,2023-03-04
MEM0053,2023-04-02
MEM0053,2023-03-05
MEM0053,2023-03-10
MEM0053,2023-03-26
MEM0053,2023-03-17
MEM0053,2023-04-14
MEM0054,2023-11-02
MEM0054,2024-05-08
MEM0054,2024-09-30
MEM0054,2024-02-15
MEM0054,2024-01-13
MEM0054,2024-08-26
MEM0054,2023-12-18
MEM0054,2024-07-16
MEM0054,2023-12-20
MEM0054,2024-09-25
MEM0054,2024-06-14
MEM0054,2024-11-05
MEM0054,2023-07-04
MEM0054,2023-10-01
MEM0054,2023-07-06
MEM0054,2024-04-13
MEM0054,2023-11-23
MEM0054,2024-08-27
MEM0054,2024-09-29
MEM0054,2024-01-18
MEM0054,2024-01-28
MEM0054,2023-07-06
MEM0054,2024-07-10
MEM0054,2024-09-19
MEM0054,2023-10-14
MEM0054,2024-08-04
MEM0054,2023-10-04
MEM0054,2024-07-22
MEM0054,2024-09-24
MEM0054,2024-08-19
MEM0054,2024-11-15
MEM0054,2024-09-26
MEM0054,2024-04-16
MEM0054,2024-12-15
MEM0054,2024-01-09
MEM0054,2023-11-27
MEM0054,2024-11-26
MEM0054,2024-07-27
MEM0054,2024-05-11
MEM0054,2023-09-14
MEM0054,2024-03-26
MEM0054,2024-02-10
MEM0054,2024-12-11
MEM0054,2023-10-21
MEM0054,2024-03-07
MEM0054,2024-02-18
MEM0054,2023-09-21
MEM0054,2023-11-02
MEM0054,2023-12-22
MEM0054,2023-09-07
MEM0054,2023-08-16
MEM0054,2024-03-12
MEM0054,2023-07-30
MEM0054,2024-04-06
MEM0054,2024-02-22
MEM0054,2024-03-04
MEM0054,2024-07-02
MEM0054,2024-11-06
MEM0054,2023-07-25
MEM0054,2024-11-01
MEM0054,2024-11-05
MEM0054,2024-05-09
MEM0054,2024-07-09
MEM0054,2023-07-25
MEM0054,2024-05-29
MEM0054,2024-06-19
MEM0054,2023-10-24
MEM0054,2023-08-17
MEM0054,2023-10-07
MEM0054,2024-10-01
MEM0054,2024-12-04
MEM0054,2024-08-08
MEM0054,2024-01-30
MEM0054,2024-11-14
MEM0054,2024-09-20
MEM0054,2024-03-14
MEM0054,2023-10-29
MEM0054,2023-08-23
MEM0054,2024-05-26
MEM0054,2024-02-26
MEM0054,2024-12-11
MEM0054,2024-10-25
MEM0054,2024-01-03
MEM0054,2024-03-18
MEM0054,2024-06-28
MEM0054,2024-11-02
MEM0054,2024-09-03
MEM0054,2024-02-24
MEM0054,2024-04-29
MEM0054,2024-04-23
MEM0054,2023-09-14
MEM0054,2024-05-28
MEM0054,2024-10-16
MEM0054,2024-04-08
MEM0054,2023-09-10
MEM0054,2024-03-19
MEM0054,2023-07-12
MEM0054,2023-11-18
MEM0054,2023-07-17
MEM0054,2023-09-01
MEM0054,2024-03-09
MEM0054,2024-10-07
MEM0054,2024-07-10
MEM0054,2024-12-01
MEM0054,2023-09-28
MEM0054,2023-12-22
MEM0054,2023-09-14
MEM0054,2024-08-03
MEM0054,2023-09-09
MEM0054,2023-12-27
MEM0054,2023-11-01
MEM0054,2024-07-15
MEM0054,2024-04-18
MEM0054,2024-01-11
MEM0054,2024-02-13
MEM0054,2024-09-03
MEM0054,2024-09-08
MEM0054,2024-10-03
MEM0054,2023-07-21
MEM0054,2023-09-02
MEM0054,2023-12-12
MEM0054,2023-07-27
MEM0054,2024-05-06
MEM0054,2024-04-10
MEM0054,2024-04-06
MEM0054,2023-12-11
MEM0054,2024-02-09
MEM0054,2023-11-23
MEM0054,2023-07-30
MEM0054,2023-08-14
MEM0054,2024-10-13
MEM0054,2023-08-03
MEM0054,2024-08-30
MEM0054,2024-02-06
MEM0054,2024-12-15
MEM0054,2024-07-01
MEM0054,2024-12-31
MEM0054,2023-10-24
MEM0054,2024-02-24
MEM0054,2024-05-30
MEM0054,2024-09-13
MEM0054,2023-11-25
MEM0055,2024-02-17
MEM0055,2024-06-09
MEM0055,2024-11-20
MEM0055,2024-07-25
MEM0055,2024-12-25
MEM0055,2024-07-01
MEM0055,2024-06-21
MEM0055,2023-11-21
MEM0055,2024-06-29
MEM0055,2024-01-20
MEM0055,2023-12-20
MEM0055,2023-12-09
MEM0055,2024-01-18
MEM0055,2023-11-12
MEM0055,2024-01-30
MEM0055,2024-12-26
MEM0055,2024-02-11
MEM0055,2024-09-23
MEM0055,2024-02-15
MEM0055,2024-11-19
MEM0055,2024-08-11
MEM0055,2024-03-12
MEM0055,2024-10-24
MEM0055,2024-08-09
MEM0055,2023-12-09
MEM0055,2024-03-04
MEM0055,2024-06-19
MEM0055,2024-07-23
MEM0055,2024-03-10
MEM0055,2024-09-11
MEM0055,2024-01-21
MEM0055,2024-01-13
MEM0055,2024-03-17
MEM0055,2024-07-17
MEM0055,2024-12-20
MEM0055,2024-06-04
MEM0055,2024-08-22
MEM0055,2024-01-27
MEM0055,2023-09-21
MEM0055,2024-07-03
MEM0055,2024-11-01
MEM0055,2024-05-07
MEM0055,2024-10-24
MEM0055,2023-12-21
MEM0055,2023-12-02
MEM0055,2024-01-12
MEM0055,2024-10-04
MEM0055,2024-09-14
MEM0055,2024-08-11
MEM0055,2023-09-09
MEM0055,2024-07-28
MEM0055,2024-10-19
MEM0055,2024-09-06
MEM0055,2024-07-07
MEM0055,2024-10-05
MEM0055,2023-12-09
MEM0055,2024-04-01
MEM0055,2024-04-17
MEM0055,2024-12-07
MEM0055,2024-08-18
MEM0055,2024-12-28
MEM0055,2024-07-22
MEM0055,2023-10-22
MEM0055,2024-12-24
MEM0055,2024-03-04
MEM0055,2023-12-20
MEM0055,2024-03-22
MEM0055,2024-09-25
MEM0055,2023-12-20
MEM0055,2024-06-11
MEM0055,2024-05-22
MEM0055,2023-12-22
MEM0055,2023-09-24
MEM0055,2024-10-19
MEM0055,2024-12-07
MEM0055,2024-06-27
MEM0055,2024-07-07
MEM0055,2024-02-23
MEM0055,2024-08-01
MEM0055,2024-03-18
MEM0055,2023-09-17
MEM0055,2024-03-18
MEM0055,2024-06-14
MEM0055,2024-09-08
MEM0055,2024-03-05
MEM0055,2024-11-28
MEM0055,2024-07-06
MEM0055,2024-01-27
MEM0055,2024-09-25
MEM0055,2024-07-17
MEM0055,2024-03-05
MEM0055,2023-10-05
MEM0055,2023-11-28
MEM0055,2024-02-18
MEM0055,2024-06-15
MEM0055,2024-06-12
MEM0055,2023-12-10
MEM0055,2024-09-20
MEM0055,2024-05-28
MEM0055,2024-11-22
MEM0055,2024-06-29
MEM0055,2024-06-27
MEM0055,2024-04-17
MEM0055,2024-08-03
MEM0055,2024-08-31
MEM0055,2024-09-13
MEM0055,2023-10-17
MEM0055,2024-07-04
MEM0055,2024-10-30
MEM0055,2024-05-08
MEM0055,2024-03-31
MEM0055,2024-04-29
MEM0055,2023-09-27
MEM0055,2024-03-08
MEM0056,2023-09-12
MEM0056,2023-11-12
MEM0056,2023-11-15
MEM0056,2024-03-19
MEM0056,2023-09-10
MEM0056,2024-04-13
MEM0056,2024-02-23
MEM0056,2023-10-09
MEM0056,2023-10-30
MEM0056,2023-11-05
MEM0056,2024-01-02
MEM0056,2024-02-11
MEM0056,2024-02-06
MEM0056,2023-10-27
MEM0056,2023-11-17
MEM0056,2024-03-12
MEM0056,2023-09-15
MEM0056,2023-09-12
MEM0056,2023-12-10
MEM0056,2024-02-03
MEM0056,2024-01-03
MEM0056,2023-12-19
MEM0056,2024-01-24
MEM0056,2024-04-03
MEM0056,2024-02-09
MEM0056,2024-01-06
MEM0056,2024-01-28
MEM0056,2023-10-06
MEM0056,2024-02-20
MEM0056,2023-09-22
MEM0056,2024-03-24
MEM0056,2024-01-05
MEM0056,2024-04-04
MEM0056,2023-12-05
MEM0056,2024-02-11
MEM0056,2024-01-26
MEM0056,2023-09-18
MEM0056,2024-03-13
MEM0056,2024-01-29
MEM0056,2024-01-01
MEM0056,2024-03-05
MEM0056,2024-01-27
MEM0056,2023-12-13
MEM0056,2024-04-30
MEM0056,2024-04-18
MEM0056,2024-03-24
MEM0056,2024-03-16
MEM0056,2023-11-26
MEM0056,2024-01-20
MEM0056,2024-03-17
MEM0056,2023-10-16
MEM0056,2023-09-15
MEM0056,2023-10-14
MEM0056,2024-02-16
MEM0056,2023-10-14
MEM0056,2023-12-07
MEM0056,2024-05-18
MEM0056,2023-12-18
MEM0056,2023-12-13
MEM0056,2024-05-13
MEM0056,2024-03-24
MEM0056,2023-10-13
MEM0056,2024-05-02
MEM0056,2023-11-22
MEM0056,2023-12-19
MEM0056,2024-03-08
MEM0056,2024-05-08
MEM0056,2024-03-30
MEM0056,2024-01-11
MEM0056,2024-03-19
MEM0056,2023-12-04
MEM0056,2024-04-06
MEM0056,2023-11-28
MEM0056,2023-11-11
MEM0056,2024-05-04
MEM0056,2024-01-07
MEM0056,2024-03-30
MEM0056,2023-12-05
MEM0056,2023-11-14
MEM0056,2023-10-24
MEM0056,2023-10-24
MEM0056,2024-04-05
MEM0056,2023-09-16
MEM0056,2023-12-08
MEM0056,2023-09-20
MEM0056,2023-10-16
MEM0056,2024-03-11
MEM0056,2023-10-28
MEM0056,2023-12-20
MEM0056,2024-01-07
MEM0056,2024-03-12
MEM0056,2023-09-08
MEM0056,2023-09-29
MEM0056,2023-12-21
MEM0056,2024-02-08
MEM0056,2024-01-09
MEM0056,2024-03-06
MEM0056,2024-02-10
MEM0056,2024-03-15
MEM0056,2024-03-22
MEM0056,2024-03-30
MEM0056,2023-12-18
MEM0056,2023-11-12
MEM0056,2024-02-14
MEM0056,2024-05-17
MEM0056,2024-04-30
MEM0056,2023-12-11
MEM0056,2024-02-20
MEM0056,2024-02-18
MEM0056,2024-01-19
MEM0056,2024-03-06
MEM0056,2023-11-25
MEM0056,2023-10-22
MEM0056,2023-12-20
MEM0056,2023-10-13
MEM0056,2024-03-29
MEM0056,2024-03-18
MEM0056,2024-04-27
MEM0056,2023-12-24
MEM0056,2023-09-26
MEM0056,2023-11-16
MEM0056,2024-01-15
MEM0056,2023-09-20
MEM0056,2024-03-29
MEM0056,2024-04-27
MEM0056,2023-10-09
MEM0056,2024-05-25
MEM0056,2024-03-25
MEM0057,2024-09-13
MEM0057,2024-12-19
MEM0057,2024-07-30
MEM0057,2024-12-16
MEM0057,2024-07-20
MEM0057,2024-02-16
MEM0057,2024-12-02
MEM0057,2024-08-01
MEM0057,2024-11-05
MEM0057,2024-02-03
MEM0057,2024-12-21
MEM0057,2024-12-23
MEM0057,2024-09-01
MEM0057,2024-09-05
MEM0057,2024-12-06
MEM0057,2024-10-25
MEM0057,2024-11-01
MEM0057,2024-05-15
MEM0057,2024-12-05
MEM0057,2024-12-13
MEM0057,2024-05-01
MEM0057,2024-02-02
MEM0057,2024-04-08
MEM0057,2024-01-28
MEM0057,2024-10-17
MEM0057,2024-03-10
MEM0057,2024-07-08
MEM0057,2024-12-24
MEM0057,2024-09-07
MEM0057,2024-03-11
MEM0057,2024-12-28
MEM0057,2024-04-09
MEM0057,2024-02-05
MEM0057,2024-04-07
MEM0057,2024-04-09
MEM0057,2024-08-29
MEM0057,2024-02-26
MEM0057,2024-10-13
MEM0057,2023-12-20
MEM0057,2024-12-13
MEM0057,2024-04-13
MEM0057,2023-12-24
MEM0057,2024-11-25
MEM0057,2024-07-15
MEM0057,2024-09-17
MEM0057,2024-01-10
MEM0057,2024-08-04
MEM0057,2024-12-14
MEM0057,2024-10-21
MEM0057,2024-01-08
MEM0057,2024-02-05
MEM0057,2024-01-11
MEM0057,2024-11-30
MEM0057,2024-05-25
MEM0057,2024-09-08
MEM0057,2024-11-11
MEM0057,2024-01-17
MEM0057,2024-09-24
MEM0057,2024-11-25
MEM0057,2024-09-11
MEM0057,2024-07-08
MEM0057,2024-08-07
MEM0057,2024-03-15
MEM0057,2024-06-03
MEM0057,2024-03-01
MEM0057,2024-04-01
MEM0057,2024-07-17
MEM0057,2024-12-05
MEM0057,2024-03-28
MEM0057,2024-01-29
MEM0057,2024-06-11
MEM0057,2024-02-15
MEM0057,2024-08-15
MEM0057,2024-08-13
MEM0057,2024-10-28
MEM0057,2024-03-09
MEM0057,2024-07-17
MEM0057,2023-12-20
MEM0057,2024-09-16
MEM0057,2024-11-14
MEM0057,2024-07-10
MEM0057,2024-05-30
MEM0057,2024-11-07
MEM0057,2024-04-29
MEM0057,2024-12-28
MEM0057,2024-10-14
MEM0057,2024-07-30
MEM0057,2024-10-16
MEM0057,2024-05-22
MEM0057,2023-12-14
MEM0057,2024-08-05
MEM0057,2024-06-18
MEM0057,2023-12-17
MEM0057,2024-04-23
MEM0057,2024-07-18
MEM0057,2024-08-29
MEM0057,2023-12-14
MEM0057,2024-02-22
MEM0057,2024-06-08
MEM0057,2024-06-19
MEM0057,2024-09-29
MEM0057,2023-12-21
MEM0057,2024-08-22
MEM0057,2024-09-30
MEM0057,2024-08-13
MEM0057,2024-04-14
MEM0057,2024-10-07
MEM0057,2024-09-21
MEM0057,2024-01-14
MEM0057,2024-11-11
MEM0057,2024-12-24
MEM0057,2024-05-07
MEM0057,2024-05-17
MEM0057,2023-12-29
MEM0057,2024-12-02
MEM0057,2024-01-29
MEM0057,2024-08-20
MEM0057,2024-06-17
MEM0057,2024-01-13
MEM0057,2024-08-29
MEM0057,2023-12-30
MEM0057,2024-01-21
MEM0057,2024-10-12
MEM0057,2024-01-21
MEM0057,2024-04-23
MEM0057,2024-01-12
MEM0057,2024-05-19
MEM0057,2024-09-16
MEM0057,2024-07-03
MEM0057,2024-02-17
MEM0057,2024-03-30
MEM0057,2024-09-06
MEM0057,2024-07-22
MEM0057,2024-09-30
MEM0057,2023-12-31
MEM0057,2024-03-12
MEM0057,2024-06-11
MEM0058,2024-10-22
MEM0058,2023-06-01
MEM0058,2024-03-27
MEM0058,2024-10-05
MEM0058,2023-04-16
MEM0058,2024-12-26
MEM0058,2024-10-21
MEM0058,2023-03-22
MEM0058,2023-06-12
MEM0058,2024-10-30
MEM0058,2024-02-23
MEM0058,2024-08-26
MEM0058,2023-04-05
MEM0058,2023-10-18
MEM0058,2024-08-08
MEM0058,2024-11-22
MEM0058,2023-08-05
MEM0058,2024-04-29
MEM0058,2023-11-04
MEM0058,2024-04-11
MEM0058,2024-08-25
MEM0058,2023-08-11
MEM0058,2023-06-28
MEM0058,2023-11-29
MEM0058,2024-07-02
MEM0058,2023-08-22
MEM0058,2023-12-02
MEM0058,2023-11-17
MEM0058,2023-07-16
MEM0058,2024-04-28
MEM0058,2024-04-27
MEM0058,2023-09-05
MEM0058,2024-03-01
MEM0058,2024-10-30
MEM0058,2024-03-15
MEM0058,2024-08-07
MEM0058,2024-10-03
MEM0058,2023-09-15
MEM0058,2023-06-09
MEM0058,2024-10-28
MEM0058,2023-03-25
MEM0058,2024-05-26
MEM0058,2023-08-22
MEM0058,2024-03-20
MEM0058,2023-07-15
MEM0058,2024-05-02
MEM0058,2023-03-28
MEM0058,2024-07-18
MEM0058,2023-09-04
MEM0058,2023-05-27
MEM0058,2024-09-20
MEM0058,2023-07-25
MEM0058,2024-04-18
MEM0058,2023-10-13
MEM0058,2023-10-09
MEM0058,2023-08-29
MEM0058,2024-11-23
MEM0058,2024-05-09
MEM0058,2023-11-23
MEM0058,2024-05-05
MEM0058,2024-12-24
MEM0058,2024-04-22
MEM0058,2024-05-29
MEM0058,2023-09-16
MEM0058,2024-09-07
MEM0058,2023-04-25
MEM0058,2024-06-25
MEM0058,2024-05-19
MEM0058,2024-01-27
MEM0058,2023-11-09
MEM0058,2023-07-04
MEM0058,2024-03-24
MEM0058,2024-02-05
MEM0058,2024-02-14
MEM0058,2023-04-01
MEM0058,2023-04-07
MEM0058,2024-08-02
MEM0058,2024-04-02
MEM0058,2024-11-15
MEM0058,2023-12-22
MEM0058,2024-10-12
MEM0058,2024-02-15
MEM0058,2023-07-28
MEM0058,2023-05-09
MEM0058,2024-08-04
MEM0058,2023-07-03
MEM0058,2024-02-06
MEM0058,2023-08-25
MEM0058,2024-10-20
MEM0058,2024-05-27
MEM0058,2024-09-10
MEM0058,2023-07-17
MEM0058,2023-03-19
MEM0058,2024-01-30
MEM0058,2023-09-14
MEM0058,2024-07-11
MEM0058,2023-03-12
MEM0058,2024-01-31
MEM0058,2024-01-30
MEM0058,2024-01-24
MEM0058,2023-03-18
MEM0058,2024-11-06
MEM0058,2023-10-15
MEM0058,2024-05-01
MEM0058,2024-04-14
MEM0058,2023-06-24
MEM0058,2024-05-04
MEM0058,2023-03-04
MEM0058,2023-11-24
MEM0058,2024-07-06
MEM0058,2023-09-27
MEM0058,2024-11-14
MEM0058,2024-03-06
MEM0058,2024-01-03
MEM0058,2023-03-15
MEM0058,2024-02-11
MEM0058,2024-06-10
MEM0058,2024-12-28
MEM0058,2024-07-09
MEM0058,2024-03-05
MEM0058,2024-04-26
MEM0058,2023-08-21
MEM0058,2023-07-15
MEM0058,2024-05-03
MEM0058,2023-03-28
MEM0058,2024-08-14
MEM0058,2023-09-09
MEM0058,2023-07-22
MEM0058,2024-09-08
MEM0059,2023-12-09
MEM0059,2024-01-04
MEM0059,2024-04-08
MEM0059,2024-03-27
MEM0059,2023-10-27
MEM0059,2024-06-17
MEM0059,2024-04-25
MEM0059,2024-07-08
MEM0059,2023-08-26
MEM0059,2024-05-26
MEM0059,2023-11-22
MEM0059,2024-05-15
MEM0059,2024-03-04
MEM0059,2023-09-14
MEM0059,2024-01-15
MEM0059,2023-12-16
MEM0059,2024-07-23
MEM0059,2024-07-23
MEM0059,2023-10-25
MEM0059,2024-06-16
MEM0059,2024-02-11
MEM0059,2024-07-04
MEM0059,2023-11-04
MEM0059,2023-12-12
MEM0059,2023-12-09
MEM0059,2024-04-25
MEM0059,2024-03-10
MEM0059,2024-01-14
MEM0059,2023-09-24
MEM0059,2024-06-24
MEM0059,2023-09-15
MEM0059,2024-04-14
MEM0059,2023-09-03
MEM0059,2023-10-04
MEM0059,2024-03-23
MEM0059,2024-04-09
MEM0059,2024-02-29
MEM0059,2023-10-10
MEM0059,2024-03-21
MEM0059,2024-01-18
MEM0059,2024-05-21
MEM0059,2024-07-23
MEM0059,2023-11-04
MEM0059,2024-03-27
MEM0059,2024-08-02
MEM0059,2024-02-23
MEM0059,2024-06-04
MEM0059,2023-09-17
MEM0059,2024-02-16
MEM0059,2024-04-29
MEM0059,2023-12-24
MEM0059,2024-02-13
MEM0059,2023-09-26
MEM0059,2023-11-27
MEM0059,2023-11-26
MEM0059,2023-12-25
MEM0059,2024-02-04
MEM0059,2023-11-08
MEM0059,2024-06-09
MEM0059,2024-07-18
MEM0059,2023-12-24
MEM0059,2024-07-28
MEM0059,2024-06-25
MEM0059,2024-01-17
MEM0059,2023-09-05
MEM0059,2023-09-17
MEM0059,2024-02-09
MEM0059,2023-10-05
MEM0059,2024-07-13
MEM0059,2024-04-12
MEM0059,2024-03-21
MEM0060,2023-12-19
MEM0060,2024-01-05
MEM0060,2023-11-30
MEM0060,2023-10-10
MEM0060,2024-07-15
MEM0060,2024-10-07
MEM0060,2024-08-04
MEM0060,2024-09-17
MEM0060,2024-07-24
MEM0060,2024-01-12
MEM0060,2023-10-23
MEM0060,2024-12-10
MEM0060,2023-12-31
MEM0060,2024-07-15
MEM0060,2024-11-12
MEM0060,2024-03-19
MEM0060,2024-09-15
MEM0060,2024-06-15
MEM0060,2023-11-18
MEM0060,2024-09-17
MEM0060,2024-07-19
MEM0060,2024-06-03
MEM0060,2024-10-08
MEM0060,2024-11-15
MEM0060,2023-11-03
MEM0060,2024-08-12
MEM0060,2024-06-05
MEM0060,2024-01-22
MEM0060,2024-10-15
MEM0060,2024-01-24
MEM0060,2023-12-20
MEM0060,2023-09-26
MEM0060,2024-10-12
MEM0060,2024-07-12
MEM0060,2024-07-19
MEM0060,2023-12-19
MEM0060,2024-07-19
MEM0060,2023-12-22
MEM0060,2024-04-08
MEM0060,2023-11-24
MEM0060,2024-06-15
MEM0060,2024-05-20
MEM0060,2023-08-28
MEM0060,2023-11-05
MEM0060,2024-05-29
MEM0060,2023-11-27
MEM0060,2024-06-03
MEM0060,2023-10-23
MEM0060,2024-01-31
MEM0060,2024-07-15
MEM0060,2024-01-02
MEM0060,2023-11-16
MEM0060,2024-04-09
MEM0060,2023-12-02
MEM0060,2023-11-07
MEM0060,2024-09-11
MEM0060,2023-09-04
MEM0060,2024-10-05
MEM0060,2024-10-30
MEM0060,2023-09-01
MEM0060,2023-10-04
MEM0060,2024-12-17
MEM0060,2024-05-30
MEM0060,2023-12-19
MEM0060,2024-07-03
MEM0060,2024-04-12
MEM0060,2024-12-28
MEM0060,2023-09-14
MEM0060,2024-08-31
MEM0060,2024-10-09
MEM0060,2023-10-21
MEM0060,2023-12-27
MEM0060,2024-06-24
MEM0060,2024-01-22
MEM0060,2024-04-22
MEM0060,2024-12-22
MEM0060,2024-08-14
MEM0060,2024-07-27
MEM0060,2024-03-19
MEM0060,2024-01-06
MEM0060,2023-08-26
MEM0060,2023-12-31
MEM0060,2024-10-28
MEM0060,2024-04-04
MEM0060,2024-08-13
MEM0060,2024-08-22
MEM0060,2024-07-16
MEM0060,2024-03-31
MEM0060,2023-09-11
MEM0060,2024-02-13
MEM0060,2023-08-08
MEM0060,2024-12-03
MEM0060,2024-01-07
MEM0060,2024-10-09
MEM0060,2024-10-13
MEM0060,2024-12-27
MEM0060,2023-12-11
MEM0060,2024-12-10
MEM0060,2024-12-01
MEM0060,2024-07-17
MEM0060,2024-09-10
MEM0060,2024-03-20
MEM0060,2024-03-15
MEM0060,2024-09-13
MEM0061,2024-09-08
MEM0061,2024-07-28
MEM0061,2024-06-21
MEM0061,2024-11-12
MEM0061,2024-04-25
MEM0061,2023-06-30
MEM0061,2023-06-06
MEM0061,2023-07-25
MEM0061,2023-07-03
MEM0061,2024-09-18
MEM0061,2024-11-17
MEM0061,2024-02-27
MEM0061,2023-05-26
MEM0061,2024-11-08
MEM0061,2024-02-14
MEM0061,2024-05-31
MEM0061,2024-04-09
MEM0061,2024-09-06
MEM0061,2023-05-31
MEM0061,2024-10-13
MEM0061,2023-11-23
MEM0061,2023-10-31
MEM0061,2024-10-18
MEM0061,2023-09-30
MEM0061,2023-10-17
MEM0061,2024-06-07
MEM0061,2023-12-11
MEM0061,2024-02-12
MEM0061,2023-10-06
MEM0061,2023-07-24
MEM0061,2024-01-18
MEM0061,2024-02-01
MEM0061,2023-08-03
MEM0061,2024-10-22
MEM0061,2024-04-10
MEM0061,2023-11-21
MEM0061,2023-08-19
MEM0061,2023-05-24
MEM0061,2023-07-22
MEM0061,2024-09-23
MEM0061,2023-11-23
MEM0061,2024-05-16
MEM0061,2024-10-18
MEM0061,2023-09-10
MEM0061,2024-02-07
MEM0061,2024-09-12
MEM0061,2024-10-06
MEM0061,2024-03-09
MEM0061,2023-10-27
MEM0061,2024-05-26
MEM0061,2024-02-08
MEM0061,2024-11-15
MEM0061,2023-07-29
MEM0061,2024-10-05
MEM0061,2023-07-28
MEM0061,2024-03-19
MEM0061,2023-12-01
MEM0061,2023-09-23
MEM0062,2023-07-25
MEM0062,2024-12-24
MEM0062,2023-09-18
MEM0062,2023-08-22
MEM0062,2023-09-09
MEM0062,2023-05-24
MEM0062,2024-05-03
MEM0062,2023-08-26
MEM0062,2023-09-21
MEM0062,2024-07-01
MEM0062,2023-07-04
MEM0062,2024-12-20
MEM0062,2023-03-09
MEM0062,2024-11-19
MEM0062,2023-06-10
MEM0062,2024-03-05
MEM0062,2024-09-28
MEM0062,2023-06-03
MEM0062,2024-10-10
MEM0062,2024-10-03
MEM0062,2023-09-04
MEM0062,2024-01-15
MEM0062,2024-06-05
MEM0062,2024-02-26
MEM0062,2024-01-08
MEM0062,2023-07-18
MEM0062,2024-03-14
MEM0062,2023-09-28
MEM0062,2024-02-20
MEM0062,2024-01-14
MEM0062,2023-03-11
MEM0062,2023-09-29
MEM0062,2024-06-30
MEM0062,2024-08-24
MEM0062,2023-08-26
MEM0062,2023-11-21
MEM0062,2024-06-05
MEM0062,2024-10-28
MEM0062,2024-07-27
MEM0062,2024-08-19
MEM0062,2024-06-05
MEM0062,2023-12-26
MEM0062,2023-07-18
MEM0062,2023-06-15
MEM0062,2023-10-14
MEM0062,2024-09-30
MEM0062,2024-10-08
MEM0062,2024-07-08
MEM0062,2024-10-11
MEM0062,2024-08-31
MEM0062,2023-11-24
MEM0062,2023-08-16
MEM0062,2023-03-03
MEM0062,2023-07-29
MEM0062,2024-07-30
MEM0062,2024-08-23
MEM0062,2024-08-25
MEM0062,2024-07-26
MEM0062,2023-09-27
MEM0062,2023-07-08
MEM0062,2023-12-06
MEM0062,2023-06-30
MEM0062,2024-05-08
MEM0062,2023-07-26
MEM0062,2024-01-21
MEM0062,2024-08-15
MEM0062,2024-03-13
MEM0062,2023-06-19
MEM0062,2024-06-20
MEM0062,2023-12-05
MEM0062,2023-05-10
MEM0062,2023-08-09
MEM0062,2023-09-01
MEM0062,2023-05-13
MEM0062,2024-10-18
MEM0062,2023-03-17
MEM0062,2024-09-12
MEM0062,2023-08-27
MEM0062,2023-10-04
MEM0062,2024-01-18
MEM0062,2023-08-22
MEM0062,2023-06-16
MEM0062,2023-04-24
MEM0062,2024-01-17
MEM0062,2024-11-06
MEM0062,2024-12-24
MEM0062,2023-09-03
MEM0062,2023-09-12
MEM0062,2024-01-02
MEM0062,2023-03-31
MEM0062,2024-03-09
MEM0062,2024-03-17
MEM0062,2023-10-19
MEM0062,2024-11-01
MEM0062,2024-07-27
MEM0062,2023-12-04
MEM0062,2023-02-25
