City,Locality,BHK,total_sqft,price,price_per_sqft
Bangalore,Rajaji Nagar,2.0,1440.0,185.0,12847.222222222223
Bangalore,Banashankari Stage III,2.0,1200.0,42.0,3500.0
Bangalore,Hennur Bande,2.0,1100.0,78.0,7090.909090909091
Bangalore,Kaggadasapura,2.0,1140.0,46.0,4035.0877192982457
Bangalore,Hormavu,3.0,1617.5,73.595,4549.922720247295
Bangalore,Gottigere,2.0,1410.0,45.0,3191.4893617021276
Bangalore,Mahadevpura,3.0,1434.0,67.39,4699.442119944212
Bangalore,"ravindra nagar, T.dasarahalli peenya",2.0,1180.0,74.0,6271.186440677966
Bangalore,Begur Road,2.0,1160.0,42.0,3620.689655172414
Bangalore,EPIP Zone,2.0,1343.0,86.0,6403.574087862993
Bangalore,LB Shastri Nagar,2.0,1184.0,69.0,5827.7027027027025
Bangalore,Koramangala,3.0,2246.0,300.0,13357.079252003561
Bangalore,Rajankunte,3.0,4510.0,200.0,4434.589800443459
Bangalore,Banashankari Stage III,3.0,1305.0,59.0,4521.072796934866
Bangalore,Sarjapur  Road,4.0,3785.0,280.0,7397.622192866578
Bangalore,1st Block BEL Layout,3.0,1540.0,85.0,5519.480519480519
Bangalore,Kanakpura Road,3.0,1550.0,65.11,4200.645161290323
Bangalore,Yelahanka,3.0,1345.0,57.0,4237.918215613383
Bangalore,Electronic City Phase II,3.0,975.0,45.0,4615.384615384615
Bangalore,HSR Layout,2.0,1140.0,46.0,4035.0877192982457
Bangalore,JP Nagar,2.0,1152.0,34.56,3000.0
Bangalore,Old Airport Road,4.0,3200.0,700.0,21875.0
Bangalore,Kodathi,3.0,1033.0,31.5,3049.3707647628266
Bangalore,Richards Town,3.0,1800.0,230.0,12777.777777777777
Bangalore,Marathahalli,2.0,1102.0,53.67,4870.235934664247
Bangalore,Subramanyapura,3.0,1223.0,42.81,3500.408830744072
Bangalore,Kadugodi,3.0,1762.0,112.0,6356.413166855846
Bangalore,Kengeri Satellite Town,2.0,560.0,16.6,2964.2857142857147
Bangalore,KR Puram,6.0,2000.0,85.0,4250.0
Bangalore,Electronic City,3.0,1410.0,38.0,2695.0354609929077
Bangalore,Thanisandra,3.0,1853.0,64.86,3500.2698327037238
Bangalore,Kothanur,2.0,1455.0,69.0,4742.268041237114
Bangalore,Hebbal,2.0,1138.0,110.0,9666.080843585238
Bangalore,Sarjapur  Road,3.0,2556.0,169.0,6611.89358372457
Bangalore,TC Palaya,3.0,1200.0,66.5,5541.666666666667
Bangalore,Anantapura,2.0,1200.0,37.0,3083.3333333333335
Bangalore,Anekal,2.0,1200.0,36.0,3000.0
Bangalore,Whitefield,3.0,1870.0,138.0,7379.679144385027
Bangalore,Panathur,2.0,1199.0,86.0,7172.643869891576
Bangalore,Prakruthi Township,6.0,800.0,150.0,18750.0
Bangalore,Doddakallasandra,3.0,1360.0,54.4,4000.0
Bangalore,Babusapalaya,3.0,1230.0,53.0,4308.943089430894
Bangalore,Hosahalli Extension,3.0,2000.0,120.0,6000.0
Bangalore,Kasturi Nagar,4.0,1200.0,250.0,20833.333333333332
Bangalore,Kundalahalli,2.0,1047.0,83.0,7927.411652340019
Bangalore,Electronic City Phase II,4.0,6000.0,260.0,4333.333333333333
Bangalore,Ramamurthy Nagar,2.0,1200.0,76.0,6333.333333333333
Bangalore,Kengeri Satellite Town,2.0,1302.5,44.285,3400.0
Bangalore,Kengeri,2.0,725.0,30.0,4137.931034482759
Bangalore,Jakkur,3.0,1645.0,100.0,6079.0273556231
Bangalore,Sultan Palaya,2.0,870.0,65.0,7471.264367816092
Bangalore,Marathahalli,2.0,1026.0,49.95,4868.421052631579
Bangalore,Bennigana Halli,3.0,2000.0,145.0,7250.0
Bangalore,Cooke Town,2.0,1710.0,200.0,11695.906432748538
Bangalore,Hosur Road,3.0,1766.0,130.0,7361.268403171008
Bangalore,Makali,1.0,500.0,15.0,3000.0
Bangalore,JP Nagar,2.0,1100.0,15.0,1363.6363636363637
Bangalore,Jigani,3.0,1221.0,52.0,4258.804258804259
Bangalore,Rachenahalli,1.0,680.0,46.0,6764.705882352941
Bangalore,Sarjapur  Road,2.0,1278.0,90.0,7042.2535211267605
Bangalore,Kodichikkanahalli,2.0,1025.0,66.0,6439.024390243902
Bangalore,Whitefield,2.0,1175.0,39.0,3319.148936170213
Bangalore,Sarjapur  Road,2.0,975.0,28.275,2900.0
Bangalore,6th Phase JP Nagar,1.0,600.0,75.0,12500.0
Bangalore,Seethappa Layout,2.0,850.0,42.0,4941.176470588235
Bangalore,Anjanapura,2.0,710.0,25.0,3521.1267605633802
Bangalore,Huskur,2.0,1165.0,33.64,2887.5536480686696
Bangalore,Sarjapur,1.0,625.0,19.0,3040.0
Bangalore,Kaggadasapura,3.0,1340.0,66.0,4925.373134328358
Bangalore,Ananth Nagar,2.0,937.0,35.0,3735.325506937033
Bangalore,Lakkasandra,7.0,1500.0,210.0,14000.0
Bangalore,JP Nagar,1.0,750.0,52.5,7000.0
Bangalore,Shampura,3.0,1475.0,78.0,5288.135593220339
Bangalore,Singapura Village,4.0,2230.0,130.0,5829.596412556054
Bangalore,Jnanabharathi Layout,4.0,2200.0,100.0,4545.454545454545
Bangalore,Mysore Road,2.0,900.0,65.0,7222.222222222223
Bangalore,Electronic City Phase II,2.0,1116.0,37.0,3315.4121863799282
Bangalore,Hoodi,2.0,948.0,75.0,7911.392405063291
Bangalore,R.T. Nagar,2.0,970.0,55.0,5670.103092783505
Bangalore,Akshayanagara East,3.0,1519.0,67.23,4425.938117182357
Bangalore,Thanisandra,3.0,1200.0,65.0,5416.666666666667
Bangalore,Bhoganhalli,3.0,1760.0,127.0,7215.909090909091
Bangalore,Whitefield,4.0,4400.0,525.0,11931.818181818182
Bangalore,Sahakara Nagar,3.0,1914.0,179.0,9352.142110762801
Bangalore,Budigere,3.0,1820.0,85.5,4697.802197802198
Bangalore,Budigere,3.0,1820.0,93.0,5109.89010989011
Bangalore,Kalena Agrahara,3.0,1565.0,78.0,4984.025559105431
Bangalore,Begur Road,2.0,1334.0,42.69,3200.1499250374814
Bangalore,Sarakki Nagar,2.0,924.0,76.23,8250.0
Bangalore,Jigani,2.0,914.0,49.0,5361.050328227571
Bangalore,Kengeri,1.0,500.0,17.0,3400.0
Bangalore,Yelahanka,3.0,2145.0,125.0,5827.505827505827
Bangalore,Yelahanka,5.0,1200.0,162.0,13500.0
Bangalore,Electronic City,3.0,1650.0,100.0,6060.606060606061
Bangalore,Marathahalli,4.0,3940.0,220.0,5583.756345177665
Bangalore,Electronic City,2.0,1020.0,29.45,2887.2549019607845
Bangalore,Basaveshwara Nagar,2.0,1180.0,58.0,4915.254237288135
Bangalore,Ulsoor,2.0,1255.0,120.0,9561.752988047809
Bangalore,Langford Gardens,3.0,2777.29,650.0,23404.10976167415
Bangalore,Bommasandra,2.0,1014.0,35.0,3451.6765285996057
Bangalore,Shampura,4.0,920.0,90.0,9782.608695652174
Bangalore,Attibele,2.0,695.0,25.0,3597.122302158273
Bangalore,Prithvi Layout,3.0,2273.0,220.0,9678.838539375274
Bangalore,GM Palaya,2.0,1140.0,48.95,4293.859649122807
Bangalore,Giri Nagar,6.0,3000.0,375.0,12500.0
Bangalore,Whitefield,2.0,1180.0,41.0,3474.576271186441
Bangalore,Begur Road,4.0,2400.0,152.0,6333.333333333333
Bangalore,Attibele,2.0,850.0,25.0,2941.176470588235
Bangalore,Banashankari,2.0,1200.0,60.0,5000.0
Bangalore,"Bellandur, ",4.0,3160.0,206.0,6518.987341772152
Bangalore,Hoodi,3.0,1769.0,96.87,5475.975127190503
Bangalore,Bhoganhalli,4.0,1554.3,131.0,8428.231358167664
Bangalore,Haralur Road,2.0,1243.0,46.0,3700.7240547063557
Bangalore,2nd Block Jayanagar,4.0,4920.0,1150.0,23373.983739837397
Bangalore,Mallasandra,2.0,905.0,40.0,4419.889502762431
Bangalore,Kothanur,1.0,627.0,30.0,4784.688995215311
Bangalore,Domlur,3.0,2180.0,285.0,13073.394495412844
Bangalore,Frazer Town,3.0,2400.0,260.0,10833.333333333334
Bangalore,Marathahalli,3.0,1435.0,73.0,5087.1080139372825
Bangalore,Jakkur,4.0,3405.1,400.0,11747.085254471234
Bangalore,Kodihalli,3.0,1620.0,130.0,8024.691358024691
Bangalore,Whitefield,3.0,1862.0,125.0,6713.211600429646
Bangalore,Kaikondrahalli,2.0,674.0,19.9,2952.522255192878
Bangalore,Marathahalli,2.0,1220.0,59.0,4836.065573770492
Bangalore,Haralur Road,2.0,1027.0,44.0,4284.323271665044
Bangalore,Electronic City,2.0,1025.0,49.0,4780.487804878048
Bangalore,Thanisandra,3.0,1430.0,54.5,3811.188811188811
Bangalore,Panathur,2.0,1235.0,65.0,5263.1578947368425
Bangalore,Electronics City Phase 1,3.0,1291.0,32.0,2478.6986831913246
Bangalore,Kanakpura Road,3.0,1498.0,95.0,6341.789052069425
Bangalore,Sarjapur  Road,3.0,2180.0,240.0,11009.174311926605
Bangalore,Electronic City,2.0,1000.0,29.7,2970.0
Bangalore,Ejipura,2.0,922.0,70.0,7592.190889370932
Bangalore,Victoria Layout,2.0,850.0,72.0,8470.588235294117
Bangalore,New Thippasandra,3.0,750.0,155.0,20666.666666666668
Bangalore,AECS Layout,2.0,1123.0,64.0,5699.020480854853
Bangalore,Raja Rajeshwari Nagar,2.0,1235.0,75.0,6072.8744939271255
Bangalore,Kogilu,2.0,1250.0,55.55,4444.0
Bangalore,Whitefield,4.0,2403.0,360.0,14981.2734082397
Bangalore,Sarjapur  Road,2.0,984.0,45.91,4665.650406504065
Bangalore,Sarjapur  Road,2.0,1305.0,99.0,7586.206896551724
Bangalore,Attur Layout,2.0,1200.0,65.0,5416.666666666667
Bangalore,1st Block HRBR Layout,3.0,600.0,90.0,15000.0
Bangalore,Hebbal,4.0,2790.0,204.0,7311.8279569892475
Bangalore,Old Madras Road,4.0,2010.0,125.0,6218.905472636816
Bangalore,Electronics City Phase 1,2.0,995.0,42.0,4221.105527638191
Bangalore,Varthur Road,2.0,1277.0,59.0,4620.203602192639
Bangalore,7th Phase JP Nagar,2.0,1236.0,61.33,4961.974110032363
Bangalore,Akshaya Nagar,2.0,1265.0,67.0,5296.442687747036
Bangalore,Kanakpura Road,1.0,525.0,27.0,5142.857142857143
Bangalore,Gubbalala,5.0,2570.0,141.0,5486.381322957199
Bangalore,Hennur Road,4.0,2400.0,390.0,16250.0
Bangalore,Shikaripalya,3.0,1442.0,56.24,3900.138696255201
Bangalore,Ardendale,2.0,1224.0,70.0,5718.954248366013
Bangalore,Bellandur,2.0,1205.0,59.0,4896.265560165975
Bangalore,Richmond Town,2.0,1233.0,100.0,8110.300081103001
Bangalore,5th Block Hbr Layout,2.0,1312.0,69.0,5259.1463414634145
Bangalore,Electronic City,3.0,1449.0,90.0,6211.180124223602
Bangalore,Yelenahalli,2.0,1090.0,54.0,4954.128440366972
Bangalore,Kaggadasapura,5.0,2100.0,150.0,7142.857142857143
Bangalore,Uttarahalli,3.0,1390.0,62.55,4500.0
Bangalore,JP Nagar,2.0,1200.0,78.0,6500.0
Bangalore,Mallasandra,4.0,600.0,50.0,8333.333333333334
Bangalore,BTM 2nd Stage,2.0,1000.0,58.0,5800.0
Bangalore,Devanahalli,4.0,2400.0,190.0,7916.666666666667
Bangalore,Thanisandra,3.0,1732.0,85.73,4949.769053117783
Bangalore,Banashankari,2.0,1290.0,80.0,6201.550387596899
Bangalore,Marasandra,3.0,1840.0,85.0,4619.565217391304
Bangalore,Thanisandra,3.0,1917.0,100.0,5216.484089723526
Bangalore,Bhuvaneshwari Nagar,2.0,1100.0,57.0,5181.818181818182
Bangalore,Kudlu,3.0,1455.0,60.0,4123.711340206186
Bangalore,Old Airport Road,4.0,2774.0,208.0,7498.197548666186
Bangalore,Haralur Road,5.0,1200.0,255.0,21250.0
Bangalore, Devarachikkanahalli,3.0,1425.0,65.0,4561.403508771929
Bangalore,Whitefield,3.0,1655.0,113.0,6827.794561933535
Bangalore,Haralur Road,4.0,2805.0,160.0,5704.0998217468805
Bangalore,R.T. Nagar,7.0,600.0,93.0,15500.0
Bangalore,AGS Layout,2.0,1040.0,46.79,4499.038461538462
Bangalore,Akshaya Nagar,2.0,1126.0,55.0,4884.547069271758
Bangalore,Kodichikkanahalli,6.0,1600.0,200.0,12500.0
Bangalore,Hebbal,2.0,1250.0,55.55,4444.0
Bangalore,Yelahanka,4.0,1800.0,180.0,10000.0
Bangalore,Kalkere Channasandra,2.0,1200.0,53.0,4416.666666666667
Bangalore,Ashirvad Colony,4.0,2050.0,100.0,4878.048780487805
Bangalore,Whitefield,1.0,530.0,29.44,5554.7169811320755
Bangalore,Sarjapur,4.0,2585.5,139.5,5395.4747631019145
Bangalore,Kambipura,2.0,883.0,37.0,4190.260475651189
Bangalore,Uttarahalli,3.0,1490.0,59.6,4000.0
Bangalore,Ramagondanahalli,2.0,1295.0,95.0,7335.907335907336
Bangalore,Sompura,3.0,1275.0,59.0,4627.450980392156
Bangalore,Doddabanahalli,2.0,800.0,30.0,3750.0
Bangalore,Devanahalli,1.0,1200.0,95.0,7916.666666666667
Bangalore,Bellandur,2.0,1063.0,58.0,5456.255879586077
Bangalore,Balagere,1.0,656.0,43.0,6554.878048780488
Bangalore,Shakthi Nagar,2.0,1125.0,36.0,3200.0
Bangalore,Marathahalli,2.0,881.0,48.06,5455.16458569807
Bangalore,Nayandanahalli,9.0,1350.0,200.0,14814.814814814816
Bangalore,Bisuvanahalli,2.0,700.0,32.0,4571.428571428572
Bangalore,AGS Layout,3.0,1936.0,110.0,5681.818181818182
Bangalore,Hosa Road,3.0,1680.0,101.0,6011.9047619047615
Bangalore,Rayasandra,2.0,1253.0,57.0,4549.082202713487
Bangalore,Rajaji Nagar,3.0,1640.0,230.0,14024.390243902439
Bangalore,Mysore Road,3.0,1082.0,50.0,4621.072088724584
Bangalore,Electronic City,2.0,1065.0,30.75,2887.323943661972
Bangalore,Iblur Village,3.0,2100.0,145.0,6904.761904761905
Bangalore,Electronic City,2.0,1070.0,58.0,5420.560747663551
Bangalore,Raja Rajeshwari Nagar,3.0,1280.0,57.6,4500.0
Bangalore,6th block Koramangala,5.0,1200.0,300.0,25000.0
Bangalore,Electronic City Phase II,2.0,1125.0,29.25,2600.0
Bangalore,Sarjapur  Road,3.0,1755.0,122.0,6951.5669515669515
Bangalore,Electronic City,2.0,1210.0,54.0,4462.809917355372
Bangalore,Talaghattapura,2.0,951.0,30.43,3199.789695057834
Bangalore,Electronic City,3.0,1500.0,75.0,5000.0
Bangalore,Coffee Board Layout,3.0,1652.5,90.0,5446.293494704993
Bangalore,Yeshwanthpur,3.0,1381.0,76.18,5516.292541636496
Bangalore,Whitefield,2.0,1085.0,57.0,5253.4562211981565
Bangalore,Whitefield,1.0,905.0,50.0,5524.861878453039
Bangalore,Hennur Road,3.0,1685.0,95.0,5637.982195845697
Bangalore,Somasundara Palya,2.0,1200.0,75.0,6250.0
Bangalore,Anandapura,2.0,1151.0,42.9,3727.193744569939
Bangalore,Brookefield,4.0,3532.0,170.0,4813.137032842582
Bangalore,Kanakpura Road,3.0,1665.0,86.91,5219.81981981982
Bangalore,Kengeri Satellite Town,2.0,800.0,40.0,5000.0
Bangalore,Chamrajpet,2.0,1050.0,162.0,15428.57142857143
Bangalore,Rajiv Nagar,2.0,1030.0,46.5,4514.563106796117
Bangalore,Hoodi,2.0,1257.0,71.03,5650.755767700875
Bangalore,Whitefield,3.0,1600.0,82.0,5125.0
Bangalore,Choodasandra,3.0,1465.0,75.0,5119.453924914676
Bangalore,Jakkur,3.0,1650.0,111.0,6727.272727272727
Bangalore,Haralur Road,2.0,1243.0,46.0,3700.7240547063557
Bangalore,Yelahanka New Town,2.0,680.0,80.0,11764.70588235294
Bangalore,Whitefield,4.0,1230.0,80.0,6504.065040650406
Bangalore,Koramangala,2.0,1300.0,82.0,6307.692307692308
Bangalore,KR Puram,2.0,1000.0,44.5,4450.0
Bangalore,Mahadevpura,2.0,1146.0,53.8,4694.5898778359515
Bangalore,Hennagara,6.0,1200.0,120.0,10000.0
Bangalore,Indira Nagar,3.0,2601.0,312.0,11995.386389850059
Bangalore,Vishwanatha Nagenahalli,3.0,2159.0,110.0,5094.951366373321
Bangalore,Whitefield,2.0,1255.0,40.0,3187.2509960159364
Bangalore,Hebbal Kempapura,2.0,1130.0,60.0,5309.734513274337
Bangalore,Padmanabhanagar,2.0,1200.0,60.0,5000.0
Bangalore,Sarjapur  Road,2.0,1040.0,37.0,3557.6923076923076
Bangalore,TC Palaya,8.0,1500.0,150.0,10000.0
Bangalore,Byrathi Village,4.0,906.0,55.0,6070.640176600442
Bangalore,Uttarahalli,2.0,1180.0,41.3,3499.9999999999995
Bangalore,Ullal Uppanagar,7.0,1200.0,169.0,14083.333333333334
Bangalore,Govindpura,6.0,850.0,100.0,11764.70588235294
Bangalore,KR Puram,2.0,1200.0,47.0,3916.6666666666665
Bangalore,Sarjapur  Road,3.0,1374.0,51.0,3711.7903930131006
Bangalore,Vidyaranyapura,9.0,4700.0,130.0,2765.9574468085107
Bangalore,Whitefield,1.0,630.5,32.15,5099.127676447264
Bangalore, south,3.0,2400.0,480.0,20000.0
Bangalore,Haralur Road,2.0,1027.0,44.0,4284.323271665044
Bangalore,Ittamadu,5.0,1200.0,130.0,10833.333333333334
Bangalore,Jalahalli,3.0,2384.0,165.0,6921.140939597315
Bangalore,Electronic City,3.0,1033.0,28.41,2750.242013552759
Bangalore,Yelahanka,2.0,1200.0,54.0,4500.0
Bangalore,Haralur Road,3.0,2017.0,105.0,5205.751115518096
Bangalore,Rainbow Drive,3.0,1500.0,138.0,9200.0
Bangalore,Kamala Nagar,2.0,700.0,43.0,6142.857142857143
Bangalore,Shampura,6.0,1150.0,75.0,6521.739130434783
Bangalore,Kanakpura Road,3.0,1495.0,52.33,3500.334448160535
Bangalore,Kothanur,2.0,1302.0,68.5,5261.136712749616
Bangalore,Whitefield,1.0,905.0,52.0,5745.85635359116
Bangalore,Raja Rajeshwari Nagar,2.0,1303.0,55.79,4281.657712970069
Bangalore,Electronics City Phase 1,3.0,1350.0,71.0,5259.259259259259
Bangalore,Gottigere,3.0,1380.0,95.0,6884.057971014493
Bangalore,Harlur,3.0,1620.0,110.0,6790.123456790124
Bangalore,Chandapura,4.0,4800.0,250.0,5208.333333333333
Bangalore,Sarjapur  Road,2.0,1000.0,38.5,3850.0
Bangalore,Ramamurthy Nagar,3.0,800.0,88.0,11000.0
Bangalore,Thanisandra,2.0,1250.0,54.0,4320.0
Bangalore,3rd Block Koramangala,3.0,1750.0,170.0,9714.285714285714
Bangalore,Anekal,3.0,997.0,55.0,5516.5496489468405
Bangalore,Kothanur,3.0,1760.0,111.0,6306.818181818182
Bangalore,Yelahanka,2.0,1322.0,75.0,5673.2223903177
Bangalore,Kanaka Nagar,3.0,1365.0,99.0,7252.747252747253
Bangalore,Sahakara Nagar,3.0,1500.0,125.0,8333.333333333334
Bangalore,Kaggadasapura,3.0,1256.0,50.0,3980.891719745223
Bangalore,Brookefield,2.0,941.0,48.0,5100.956429330499
Bangalore,Devanahalli,4.0,5000.0,465.0,9300.0
Bangalore,Kanakpura Road,3.0,1665.0,86.58,5200.0
Bangalore,Hennur Road,2.0,1414.0,84.18,5953.323903818953
Bangalore,Chikkalasandra,3.0,1270.0,55.25,4350.393700787402
Bangalore,Madiwala,3.0,800.0,80.0,10000.0
Bangalore,Kengeri Satellite Town,4.0,4100.0,300.0,7317.073170731707
Bangalore,Mathikere,6.0,1800.0,105.0,5833.333333333333
Bangalore,Pattanagere,2.0,850.0,35.0,4117.64705882353
Bangalore,Kanakpura Road,1.0,712.0,38.44,5398.876404494382
Bangalore,Rajaji Nagar,4.0,2648.0,251.5,9497.73413897281
Bangalore,Basaveshwara Nagar Yelahanka,3.0,900.0,180.0,20000.0
Bangalore,TC Palaya,2.0,900.0,55.0,6111.111111111111
Bangalore,Hebbal,2.0,1200.0,49.0,4083.3333333333335
Bangalore,Kengeri Satellite Town,1.0,654.0,22.0,3363.914373088685
Bangalore,Peenya,2.0,708.0,55.0,7768.3615819209035
Bangalore,Singapura Village,4.0,600.0,75.0,12500.0
Bangalore,Wilson Garden,3.0,1680.0,135.0,8035.714285714285
Bangalore,Jakkasandra Extension,2.0,990.0,58.0,5858.585858585859
Bangalore,Uttarahalli,2.0,1380.0,42.0,3043.478260869565
Bangalore,Hebbal,2.0,1088.0,62.0,5698.529411764706
Bangalore,Harlur,3.0,1414.0,77.5,5480.905233380481
Bangalore,Seshadripuram,2.0,1240.0,100.0,8064.5161290322585
Bangalore,Ganesha Block,3.0,1810.0,118.0,6519.3370165745855
Bangalore,4th Block Jayanagar,3.0,2005.0,240.0,11970.074812967581
Bangalore,Kothanur,2.0,1185.0,58.0,4894.514767932489
Bangalore,Whitefield,3.0,1200.0,57.15,4762.5
Bangalore,Electronic City,2.0,1070.0,52.0,4859.813084112149
Bangalore,Shikaripalya,2.0,1265.0,58.0,4584.98023715415
Bangalore,Sahakara Nagar,2.0,1100.0,55.0,5000.0
Bangalore,Friends Colony,2.0,1035.0,44.0,4251.207729468599
Bangalore,Sonnenahalli,1.0,614.5,30.715,4998.372660699756
Bangalore,2nd Block Jayanagar,2.0,1000.0,97.0,9700.0
Bangalore,Hegde Nagar,2.0,1179.0,49.35,4185.750636132316
Bangalore,Vittasandra,3.0,1650.0,84.0,5090.909090909091
Bangalore,Malur Hosur Road,6.0,2800.0,100.0,3571.4285714285716
Bangalore,Lakshmipura Vidyaanyapura,8.0,3500.0,120.0,3428.5714285714284
Bangalore,Nagaraja Garden,3.0,1430.0,78.65,5500.000000000001
Bangalore,Marathahalli,3.0,1130.0,58.0,5132.743362831859
Bangalore,JP Nagar,3.0,1850.0,110.0,5945.945945945946
Bangalore,Hennur,3.0,1340.0,54.24,4047.7611940298507
Bangalore,Sarjapur  Road,4.0,4334.0,338.0,7798.800184586987
Bangalore,Nagawara Junction,2.0,600.0,30.0,5000.0
Bangalore,Banashankari,3.0,2582.0,250.0,9682.416731216112
Bangalore,Channasandra,2.0,1160.0,55.0,4741.379310344828
Bangalore,Hegganahalli,1.0,1200.0,45.0,3750.0
Bangalore,Rajanna Layout,2.0,1116.0,37.6,3369.1756272401435
Bangalore,Nagarbhavi  BDA Complex,3.0,600.0,85.0,14166.666666666666
Bangalore,Sarakki Nagar,3.0,2663.0,338.0,12692.452121667293
Bangalore,Devasthanagalu,2.0,1090.0,45.0,4128.440366972477
Bangalore,JP Nagar,2.0,1100.0,45.0,4090.909090909091
Bangalore,Kammasandra,3.0,1365.0,34.13,2500.3663003663005
Bangalore,Vijayanagar,3.0,1484.0,79.19,5336.253369272237
Bangalore,Green Glen Layout,3.0,1630.0,68.0,4171.7791411042945
Bangalore,Whitefield,3.0,1451.0,52.43,3613.370089593384
Bangalore,Kanakpura Road,2.0,1330.0,107.0,8045.112781954887
Bangalore,Thanisandra,3.0,2127.0,135.0,6346.967559943582
Bangalore,Adityanagar,5.0,875.0,120.0,13714.285714285714
Bangalore,Hallehalli,4.0,1260.0,65.0,5158.730158730159
Bangalore,Sarjapur  Road,3.0,1173.0,45.75,3900.2557544757033
Bangalore,Electronics City Phase 1,3.0,1445.0,56.0,3875.432525951557
Bangalore,Jayamahal Extension,4.0,2250.0,400.0,17777.777777777777
Bangalore,Bannerghatta Road,3.0,1500.0,239.0,15933.333333333334
Bangalore,Thanisandra,3.0,2336.5,115.89,4959.982880376631
Bangalore,JP Nagar,2.0,1197.0,47.88,4000.0
Bangalore,2nd Stage Nagarbhavi,4.0,1200.0,225.0,18750.0
Bangalore,Sarjapur  Road,5.0,3930.0,329.0,8371.501272264632
Bangalore,Kanakpura Road,3.0,1450.0,62.4,4303.448275862069
Bangalore,Whitefield,2.0,1187.0,37.85,3188.7110362257795
Bangalore,Wilson Garden,6.0,4000.0,850.0,21250.0
Bangalore,Channasandra,2.0,1050.0,41.0,3904.7619047619046
Bangalore,Panathur,3.0,1370.0,54.8,4000.0
Bangalore,Yelahanka,2.0,1036.0,39.37,3800.1930501930497
Bangalore,JP Nagar,3.0,1275.0,41.2,3231.3725490196084
Bangalore,Old Madras Road,4.0,2010.0,115.0,5721.393034825871
Bangalore,Thigalarapalya,2.0,1418.0,106.0,7475.317348377997
Bangalore,Thanisandra,2.0,1265.0,46.6,3683.794466403162
Bangalore,Anandapura,3.0,1576.0,58.0,3680.203045685279
Bangalore,Dodda Nekkundi,2.0,1148.0,56.0,4878.048780487805
Bangalore,Green View Layout,2.0,1000.0,36.0,3600.0
Bangalore,Kudlu,3.0,1293.0,85.0,6573.859242072699
Bangalore,TC Palaya,3.0,1200.0,66.0,5500.0
Bangalore,Munnekollal,2.0,1210.0,75.0,6198.347107438017
Bangalore,HSR Layout,2.0,1126.0,69.0,6127.886323268206
Bangalore,Sarakki Nagar,3.0,1840.0,175.0,9510.869565217392
Bangalore,Vidyaranyapura,3.0,1440.0,70.0,4861.111111111111
Bangalore,Ramamurthy Nagar,3.0,1300.0,52.0,4000.0
Bangalore,Thanisandra,2.0,1276.0,75.0,5877.742946708464
Bangalore,Gidada Konnenahalli,6.0,600.0,105.0,17500.0
Bangalore,Whitefield,2.0,1216.0,83.0,6825.6578947368425
Bangalore,Marenahalli,1.0,840.0,75.0,8928.57142857143
Bangalore,Sector 1 HSR Layout,5.0,1240.0,300.0,24193.548387096773
Bangalore,Sompura,2.0,1126.0,39.0,3463.587921847247
Bangalore,Mysore Road,1.0,45.0,23.0,51111.11111111111
Bangalore,Raja Rajeshwari Nagar,2.0,1162.0,65.0,5593.803786574871
Bangalore,Whitefield,2.0,1301.0,65.0,4996.156802459646
Bangalore,Devanahalli,1.0,658.0,34.0,5167.173252279636
Bangalore,Sahakara Nagar,3.0,1350.0,250.0,18518.51851851852
Bangalore,Whitefield,3.0,2500.0,280.0,11200.0
Bangalore,Chandapura,3.0,1208.51,42.0,3475.3539482503247
Bangalore,Raja Rajeshwari Nagar,2.0,1133.0,38.41,3390.114739629302
Bangalore,Shettigere,3.0,1760.0,116.0,6590.909090909091
Bangalore,Bisuvanahalli,3.0,1075.0,52.0,4837.209302325581
Bangalore,Sarjapur,2.0,940.0,25.38,2700.0
Bangalore,Badavala Nagar,2.0,1145.0,57.0,4978.1659388646285
Bangalore,Bannerghatta Road,2.0,1302.5,67.73,5200.0
Bangalore,Rahat Bagh,4.0,3900.0,550.0,14102.564102564103
Bangalore,Omarbagh Layout,4.0,3317.5,268.5,8093.443858327054
Bangalore,Dasarahalli,2.0,1300.0,50.0,3846.153846153846
Bangalore,Malleshwaram,3.0,2475.0,326.0,13171.717171717171
Bangalore,6th Phase JP Nagar,3.0,2040.0,200.0,9803.921568627451
Bangalore,Hosakerehalli,1.0,1200.0,150.0,12500.0
Bangalore,Jigani,4.0,2420.0,190.0,7851.239669421488
Bangalore,Thubarahalli,2.0,1216.0,80.0,6578.9473684210525
Bangalore,Tumkur Road,3.0,1459.0,110.0,7539.410555174777
Bangalore,Jakkur,3.0,1622.0,80.0,4932.182490752158
Bangalore,Kanakpura Road,3.0,1843.0,85.0,4612.045577862181
Bangalore,Badavala Nagar,2.0,1274.0,81.0,6357.9277864992155
Bangalore,Chikkasandra,2.0,600.0,52.0,8666.666666666666
Bangalore,Malleshpalya,3.0,1430.0,69.5,4860.1398601398605
Bangalore,Kammanahalli,4.0,1800.0,280.0,15555.555555555555
Bangalore,Begur Road,3.0,1565.0,57.91,3700.3194888178914
Bangalore, Devarabeesana Halli,3.0,1670.0,160.0,9580.838323353293
Bangalore,Lakshminarayana Pura,3.0,1695.0,150.0,8849.557522123894
Bangalore,Akshayanagara West,2.0,1410.0,75.0,5319.148936170212
Bangalore,Kengeri Satellite Town,2.0,1060.0,42.0,3962.264150943396
